ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price
7011,Ready to Move,,4,N,,TMC,2.0,6500000.0
7010,Under Construction,Apr '24,20,N,,TMC,30.0,10543480.0
7009,Under Construction,Dec '28,11,N,Ashar Group,ABAAut,5.0,13300000.0
7008,Under Construction,Mar '24,7,N,Lodha,KDMC,25.0,4450000.0
7007,Under Construction,Dec '28,46,N,Runwal Developers,ABAAut,300.0,18660000.0
7006,Under Construction,Dec '25,2,N,Runwal Developers,RCUDA,300.0,12932820.0
7005,Under Construction,Dec '26,5,N,Ashar Group,ABAAut,4.0,9200000.0
7004,Ready to Move,,12,N,,TMC,3.0,29500000.0
7003,Ready to Move,,11,N,Coral India Finance & Housing Ltd.,TMC,2.0,9000000.0
7002,Ready to Move,,3,N,Rutu Developers,,2.0,6200000.0
7001,Ready to Move,,5,N,Puranik Builders ltd.,TMC,,6000000.0
7000,Ready to Move,,16,N,The Wadhwa Group,TMC,,13000000.0
6999,Under Construction,Jun '24,12,N,Dhamji Shamji Shah Group & Squarefeet Group,TMC,0.0,11400000.0
6998,Under Construction,Jun '24,15,N,Bhagwati Group,TMC,,5400000.0
6997,Ready to Move,,18,N,Deep Homes,,,26500000.0
6996,Ready to Move,,16,N,Godrej Properties,,,13500000.0
6995,Ready to Move,,25,N,Neelkanth Group,TMC,1.0,23500000.0
6994,Ready to Move,,5,N,Rustomjee,ABAAut,0.0,13500000.0
6993,Under Construction,Dec '24,1,N,Lodha,ABAMNC,5.0,5200000.0
6992,Ready to Move,,4,N,,TMC,0.0,4500000.0
6991,Ready to Move,,3,N,Mukta Developers,ABAMNC,,3500000.0
6990,Ready to Move,,7,N,,,,22000000.0
6989,Ready to Move,,8,N,,,1.0,28500000.0
6988,Ready to Move,,6,N,,TMC,1.0,19900000.0
6987,Ready to Move,,11,N,The Wadhwa Group,TMC,5.0,16500000.0
6986,Ready to Move,,1,N,Deep Homes,TMC,4.0,24100000.0
6985,Ready to Move,,30,N,Lodha,TMC,0.0,11200000.0
6984,Ready to Move,,14,N,,,,31000000.0
6983,Ready to Move,,5,N,Siddhi Group,TMC,1.0,13500000.0
6982,Ready to Move,,10,N,Kalpataru Ltd.,TMC,0.0,25000000.0
6981,Ready to Move,,Ground,N,Lodha,TMC,0.0,29000000.0
6980,Ready to Move,,,N,Vijay Group,TMC,0.0,32000000.0
6979,Ready to Move,,4,N,,TMC,0.0,35000000.0
6978,Ready to Move,,2,N,,ABADev,0.0,13000000.0
6977,Ready to Move,,21,N,Godrej Properties,TMC,2.0,15800000.0
6976,Ready to Move,,9,N,Lodha,,,24000000.0
6975,Ready to Move,,9,N,,TMC,0.0,26000000.0
6974,Ready to Move,,18,N,,TMC,2.0,13100000.0
6973,Ready to Move,,16,N,TATA Housing Development Company Ltd.,TMC,4.0,26000000.0
6972,Ready to Move,,11,N,Kabra Group,TMC,0.0,15400000.0
6971,Under Construction,Dec '25,20,N,Dosti Realty,TMC,7.0,6999500.0
6970,Ready to Move,,10,N,,TMC,0.0,11200000.0
6969,Ready to Move,,14,N,,ABARWA,,9000000.0
6968,Under Construction,Jun '23,10,N,Kalpataru Ltd.,TMC,1.0,8500000.0
6967,Ready to Move,,10,N,,TMC,0.0,32000000.0
6966,Ready to Move,,16,N,Kalpataru Ltd.,TMC,2.0,22800000.0
6965,Ready to Move,,4,N,,,,17500000.0
6964,Ready to Move,,5,N,Siddhi Group,TMC,0.0,10200000.0
6963,Ready to Move,,4,N,Ashar Group,TMC,,26000000.0
6962,Ready to Move,,8,N,,TMC,0.0,33000000.0
6961,Ready to Move,,15,N,Neelkanth Group,TMC,0.0,19800000.0
6960,Ready to Move,,10,N,Deep Homes,TMC,,29000000.0
6959,Ready to Move,,16,N,Neelkanth Group,TMC,0.0,18000000.0
6958,Ready to Move,,12,N,Ashwin Sheth Group,TMC,0.0,42500000.0
6957,Ready to Move,,15,N,Shree Tirupati Group,TMC,2.0,11500000.0
6956,Under Construction,Mar '24,18,N,Lodha,TMC,6.0,9000000.0
6955,Ready to Move,,6,N,The Runwal Group,,,11000000.0
6954,Ready to Move,,10,N,,TMC,,8000000.0
6953,Ready to Move,,3,N,Ashwin Sheth Group,,,40000000.0
6952,Ready to Move,,24,N,,TMC,,12000000.0
6951,Ready to Move,,8,N,Deep Homes,ABADev,2.0,24900000.0
6950,Ready to Move,,18,N,Rustomjee,TMC,5.0,13600000.0
6949,Ready to Move,,20,N,The Wadhwa Group,TMC,,15900000.0
6948,Ready to Move,,18,N,Neelkanth Group,,3.0,19500000.0
6947,Ready to Move,,2,N,,TMC,1.0,17300000.0
6946,Ready to Move,,1,N,,,,12000000.0
6945,Ready to Move,,3,N,,,,6200000.0
6944,Ready to Move,,11,N,Lodha,,1.0,9000000.0
6943,Ready to Move,,2,N,Regency Group,TMC,0.0,15500000.0
6942,Under Construction,Dec '26,12,N,,,,15000000.0
6941,Ready to Move,,7,N,Lodha,,0.0,8500000.0
6940,Ready to Move,,7,N,,ABAMNC,1.0,8500000.0
6939,Ready to Move,,21,N,Lodha,,1.0,19700000.0
6938,Ready to Move,,2,N,Rustomjee,,,12200000.0
6937,Under Construction,Dec '25,21,N,Runwal Developers,,,11000000.0
6936,Ready to Move,,23,N,Lodha,,1.0,8000000.0
6935,Ready to Move,,3,N,,,,6200000.0
6934,Ready to Move,,12,Y,Godrej Properties,,,16600000.0
6933,Ready to Move,,12,Y,Ashar Group,,,15200000.0
6932,Under Construction,Dec '23,12,Y,Rosa Group,TMC,6.0,12500000.0
6931,Ready to Move,,9,Y,Lodha,,,7500000.0
6930,Under Construction,Dec '25,7,N,Mahaavir Universal Homes Pvt. Ltd.,ABAMNC,10.0,4600000.0
6929,Ready to Move,,16,Y,Lodha,,,10500000.0
6928,Under Construction,Jun '26,20,N,,ABADev,15.0,4800000.0
6927,Under Construction,Jun '26,20,N,,ABADev,15.0,7200000.0
6926,Ready to Move,,8,Y,Raunak Group,,0.0,14000000.0
6925,Ready to Move,,10,Y,Raheja Group,TMC,1.0,41100000.0
6924,Ready to Move,,11,Y,The Wadhwa Group,,,17500000.0
6923,Under Construction,Jul '24,2,Y,Lodha,,,9400000.0
6922,Under Construction,Sep '24,2,Y,Lodha,,,12800000.0
6921,Under Construction,Jul '24,22,Y,Lodha,TMC,40.0,8800000.0
6920,Under Construction,Dec '24,14,Y,Piramal Realty,,,10000000.0
6919,Under Construction,Oct '23,4,N,Lodha,ABAMNC,50.0,18900000.0
6918,Under Construction,Dec '24,10,Y,Lodha,TMC,10.0,11500000.0
6917,Under Construction,Dec '28,24,Y,Ashar Group,TMC,55.0,13999999.0
6916,Ready to Move,,11,N,Sudarshan Builders,TMC,20.0,7500000.0
6915,Under Construction,Jun '24,9,Y,Lakhani Builders Pvt. Ltd.,ABAAut,3.0,25000000.0
6914,Ready to Move,,5,Y,Soham Group,TMC,0.0,4700000.0
6913,Ready to Move,,9,Y,Vijay Group,TMC,0.0,11500000.0
6912,Under Construction,Sep '25,22,Y,Shapoorji Pallonji Real Estate,TMC,178.0,24400000.0
6911,Ready to Move,,7,Y,Vijay Group,TMC,2.0,9000000.0
6910,Ready to Move,,11,N,Ashwin Sheth Group,ABAMNC,0.0,25500000.0
6909,Ready to Move,Sep '22,18,Y,Kalpataru Ltd.,TMC,0.0,33300000.0
6908,Under Construction,Dec '24,2,N,Risland India,TMC,1.0,10100000.0
6907,Under Construction,Dec '23,12,Y,JVM Spaces,TMC,10.0,7900000.0
6906,Ready to Move,,6,N,Lodha,TMC,10.0,18500000.0
6905,Ready to Move,,19,N,TATA Housing Development Company Ltd.,TMC,10.0,29500000.0
6904,Ready to Move,,20,N,Siddhi Group,ABARWA,0.0,12500000.0
6903,Ready to Move,,18,N,,,0.0,12500000.0
6902,Ready to Move,,,N,,,,42500000.0
6901,Ready to Move,,6,N,,,,9500000.0
6900,Ready to Move,,11,N,Ashar Group,,,12500000.0
6899,Under Construction,Jul '23,5,N,Lodha,,1.0,54000000.0
6898,Ready to Move,,7,N,,,1.0,19900000.0
6897,Ready to Move,,5,N,,ABADev,,8000000.0
6896,Ready to Move,,5,N,Kabra Group,TMC,0.0,9400000.0
6895,Ready to Move,,16,N,Kalpeshwara Builders & Developers,ABAMNC,,11200000.0
6894,Ready to Move,,1,N,,,,9000000.0
6893,Ready to Move,,1,N,,ABADev,,7300000.0
6892,Ready to Move,,3,N,,ABADev,,9000000.0
6891,Ready to Move,,13,N,Lodha,,1.0,12700000.0
6890,Ready to Move,,24,N,Hubtown Ltd.,,0.0,12800000.0
6889,Ready to Move,,3,N,,,0.0,9000000.0
6888,Ready to Move,,25,N,Lodha,,1.0,9200000.0
6887,Ready to Move,,15,N,Highland Group,,1.0,11000000.0
6886,Ready to Move,,7,N,Squarefeet Group,ABAMNC,,7500000.0
6885,Ready to Move,,3,N,,ABADev,,6000000.0
6884,Ready to Move,,1,N,,,1.0,14000000.0
6883,Ready to Move,,14,N,Unique Shanti Developers Pvt. Ltd.,,1.0,11500000.0
6882,Ready to Move,,24,N,T. Bhimjyani Realty Pvt. Ltd.,TMC,0.0,18500000.0
6881,Under Construction,Dec '24,12,N,Lodha,KDMC,10.0,6500000.0
6880,Ready to Move,,14,N,Lodha,,,12800000.0
6879,Under Construction,Dec '24,,N,T. Bhimjyani Realty Pvt. Ltd.,TMC,16.0,15600000.0
6878,Ready to Move,,4,N,K M Developers,TMC,2.0,6500000.0
6877,Under Construction,Mar '25,10,N,Lodha,,,4400000.0
6876,Under Construction,Dec '23,17,N,Puranik Builders ltd.,TMC,24.0,11100000.0
6875,Ready to Move,,4,N,,TMC,0.0,7000000.0
6874,Ready to Move,,,N,Rustomjee,TMC,0.0,14600000.0
6873,Ready to Move,,4,N,Vijay Group,TMC,0.0,8500000.0
6872,Ready to Move,,15,N,Hiranandani Group,TMC,3.0,37000000.0
6871,Ready to Move,Sep '22,5,N,TATA Housing Development Company Ltd.,ABAMNC,,9900000.0
6870,Ready to Move,Sep '22,15,N,TATA Housing Development Company Ltd.,ABAMNC,,17500000.0
6869,Ready to Move,,21,N,Puranik Builders ltd.,,,8500000.0
6868,Under Construction,Dec '25,10,N,Narang Realty and The Wadhwa Group,,1.0,18900000.0
6867,Under Construction,Dec '23,14,N,Piramal Realty,TMC,3.0,11300000.0
6866,Under Construction,Dec '25,Upper Basement,N,Runwal Developers,TMC,200.0,10500000.0
6865,Under Construction,Dec '25,Upper Basement,N,Runwal Developers,TMC,200.0,7200000.0
6864,Under Construction,Jul '24,10,N,Lodha,ABAMNC,15.0,7900000.0
6863,Ready to Move,,6,N,Runwal Developers,TMC,0.0,11700000.0
6862,Ready to Move,,11,N,Runwal Developers,KDMC,50.0,3500000.0
6861,Ready to Move,,13,N,House of Hiranandani,,,8600000.0
6860,Ready to Move,,7,N,,,,11000000.0
6859,Under Construction,Sep '25,12,N,Shapoorji Pallonji Real Estate,TMC,150.0,14300000.0
6858,Ready to Move,,6,N,Soham Group,TMC,2.0,20000000.0
6857,Ready to Move,Mar '21,8,N,Lodha,ABADev,2.0,6000000.0
6856,Ready to Move,,4,N,Jaiveer Group,TMC,2.0,5000000.0
6855,Under Construction,Dec '23,12,N,Rosa Group,TMC,6.0,15100000.0
6854,Under Construction,Dec '24,5,N,Dhamji Shamji Shah Group & Squarefeet Group,TMC,9.0,13000000.0
6853,Under Construction,Dec '25,16,N,Vihang Group,ABAAut,10.0,3980000.0
6852,Under Construction,Apr '27,15,N,Godrej Properties,,2.0,19000000.0
6851,Under Construction,Sep '25,5,N,Lodha,ABAMNC,15.0,16900000.0
6850,Ready to Move,,15,N,Rustomjee,TMC,5.0,12900000.0
6849,Under Construction,Dec '24,20,N,Lodha,ABAMNC,50.0,10700000.0
6848,Under Construction,Dec '23,24,N,Kalpataru Ltd.,TMC,7.0,10500000.0
6847,Under Construction,Dec '26,15,N,Raymond Realty,TMC,4.0,20300000.0
6846,Under Construction,Jun '23,6,N,Lodha,TMC,0.0,17700000.0
6845,Ready to Move,,5,N,Rustomjee,,,14500000.0
6844,Ready to Move,,16,N,Lodha,TMC,0.0,17500000.0
6843,Ready to Move,Dec '22,18,N,Lodha,ABAMNC,5.0,4870000.0
6842,Ready to Move,,Ground,N,,,4.0,5200000.0
6841,Ready to Move,,24,N,Saptashree Reality,,0.0,11400000.0
6840,Ready to Move,,12,N,Lodha,TMC,0.0,9200000.0
6839,Ready to Move,,10,N,Rustomjee,TMC,0.0,14000000.0
6838,Under Construction,Jun '25,5,N,Kalpataru Ltd.,TMC,0.0,8600000.0
6837,Under Construction,Mar '23,15,N,Lodha,TMC,,17000000.0
6836,Ready to Move,Dec '22,28,N,Lodha,TMC,19.0,7900000.0
6835,Under Construction,Dec '24,28,N,Piramal Realty,,,22500000.0
6834,Under Construction,Dec '24,12,N,Lodha,KDMC,10.0,7249000.0
6833,Ready to Move,,15,N,,,,8700000.0
6832,Ready to Move,,9,N,Hiranandani Group,TMC,4.0,6000000.0
6831,Ready to Move,,5,N,,,,19000000.0
6830,Ready to Move,May '21,21,Y,Narang Realty and The Wadhwa Group,TMC,11.0,26600000.0
6829,Ready to Move,,4,N,,TMC,0.0,25000000.0
6828,Under Construction,Sep '24,11,N,Lodha,ABAAut,4.0,9000000.0
6827,Under Construction,Dec '24,40,N,Shapoorji Pallonji Real Estate,TMC,100.0,13000000.0
6826,Ready to Move,,3,N,Kabra Group,TMC,2.0,6800000.0
6825,Under Construction,Dec '23,4,N,Ashwin Sheth Group,TMC,10.0,14200000.0
6824,Under Construction,Dec '24,16,N,Piramal Realty,TMC,21.0,11000000.0
6823,Under Construction,Jun '26,2,N,DOSTI REALTY,TMC,28.0,4400000.0
6822,Ready to Move,,16,N,Hiranandani Group,TMC,,9500000.0
6821,Under Construction,Dec '23,7,N,The Dynamix Group,TMC,16.0,10800000.0
6820,Under Construction,Oct '23,,N,Lodha,TMC,24.0,28500000.0
6819,Under Construction,Oct '24,7,N,Lodha,TMC,0.0,17900000.0
6818,Ready to Move,,5,N,Lodha,TMC,,19000000.0
6817,Ready to Move,Feb '22,6,N,Suraksha Realty,TMC,15.0,15300000.0
6816,Under Construction,Dec '23,9,N,Kalpataru Ltd.,TMC,5.0,10500000.0
6815,Under Construction,Dec '24,24,N,Kalpataru Ltd.,TMC,3.0,12800000.0
6814,Ready to Move,,8,N,Natasha Developers,TMC,13.0,12000000.0
6813,Under Construction,Sep '24,8,N,,TMC,10.0,4700000.0
6812,Ready to Move,,11,N,Lodha,,,7800000.0
6811,Ready to Move,,10,N,House of Hiranandani,TMC,,30000000.0
6810,Under Construction,Dec '25,Upper Basement,N,Risland India,TMC,8.0,11900000.0
6809,Ready to Move,,13,N,House of Hiranandani,TMC,,17500000.0
6808,Under Construction,Nov '23,8,N,Lodha,TMC,2.0,7000000.0
6807,Under Construction,Dec '23,15,N,,TMC,5.0,20100000.0
6806,Ready to Move,Dec '22,,N,Neelkanth Group,TMC,12.0,33600000.0
6805,Under Construction,Dec '23,8,N,Nakshatra Builders,TMC,,7099000.0
6804,Under Construction,Jul '24,4,N,Piramal Realty,TMC,100.0,11775000.0
6803,Under Construction,Dec '25,15,N,Kalpataru Ltd.,TMC,33.0,8565000.0
6802,Under Construction,Jun '23,12,N,T. Bhimjyani Realty Pvt. Ltd.,TMC,45.0,12404000.0
6801,Under Construction,Oct '26,12,N,DOSTI REALTY,TMC,100.0,14000000.0
6800,Ready to Move,,19,N,Narang Realty and The Wadhwa Group,TMC,1.0,18500000.0
6799,Under Construction,Dec '25,,N,Runwal Developers,TMC,141.0,6200000.0
6798,Ready to Move,,4,N,Sheth Creators Pvt. Ltd.,TMC,0.0,9000000.0
6797,Ready to Move,,26,N,TATA Housing Development Company Ltd.,TMC,2.0,24000000.0
6796,Ready to Move,Jan '23,Ground,N,Lodha,TMC,45.0,5900000.0
6795,Under Construction,Dec '24,28,N,Lodha,TMC,5.0,13300000.0
6794,Ready to Move,,15,N,,,,15500000.0
6793,Ready to Move,,15,N,Runwal Developers,TMC,,20000000.0
6792,Ready to Move,,27,N,Cosmos Group,TMC,,19900000.0
6791,Ready to Move,,1,N,Lodha,TMC,0.0,40000000.0
6790,Ready to Move,,16,N,Kalpataru Ltd.,TMC,4.0,10000000.0
6789,Ready to Move,,7,N,,TMC,1.0,17500000.0
6788,Ready to Move,,9,N,,,,17200000.0
6787,Ready to Move,,48,N,Hiranandani Group,TMC,,17500000.0
6786,Under Construction,Dec '25,30,N,Rustomjee,TMC,345.0,8400000.0
6785,Ready to Move,,4,N,Vardhaman Homes,TMC,,7400000.0
6784,Ready to Move,,6,N,,,0.0,46000000.0
6783,Ready to Move,,29,N,T. Bhimjyani Realty Pvt. Ltd.,,,26000000.0
6782,Under Construction,Dec '25,5,N,Rustomjee,ABADev,2.0,12000000.0
6781,Ready to Move,,7,N,Neelkanth Group,TMC,2.0,19500000.0
6780,Ready to Move,,,N,Rustomjee,TMC,2.0,10800000.0
6779,Under Construction,Dec '25,40,N,Kalpataru Ltd.,TMC,3.0,27500000.0
6778,Ready to Move,,10,N,,,0.0,15500000.0
6777,Ready to Move,,21,N,Puranik Builders ltd.,,,8500000.0
6776,Under Construction,Dec '25,18,N,Kalpataru Ltd.,TMC,8.0,20400000.0
6775,Ready to Move,,11,N,House of Hiranandani,TMC,0.0,24800000.0
6774,Ready to Move,,4,N,Kalpataru Ltd.,TMC,0.0,23500000.0
6773,Ready to Move,,11,N,Rosa Group,TMC,3.0,11200000.0
6772,Ready to Move,,9,N,Madhav Constructions,TMC,0.0,8900000.0
6771,Ready to Move,,15,N,Siddhi Group,TMC,,12000000.0
6770,Ready to Move,,19,N,Regency Group,TMC,3.0,20000000.0
6769,Ready to Move,,6,N,,TMC,0.0,29000000.0
6768,Ready to Move,,30,N,Ashar Group,TMC,,9900000.0
6767,Ready to Move,,11,N,Dosti Realty,TMC,8.0,16500000.0
6766,Ready to Move,,7,N,Soham Group,TMC,,24000000.0
6765,Ready to Move,,10,N,Neelkanth Group,,,19500000.0
6764,Ready to Move,,12,N,Terraform Realty,TMC,0.0,16000000.0
6763,Ready to Move,,9,N,PRESCON,TMC,2.0,7600000.0
6762,Under Construction,Jun '26,27,N,,TMC,27.0,24000000.0
6761,Under Construction,Dec '24,13,N,,KDMC,10.0,3700000.0
6760,Under Construction,Oct '23,15,N,Ashwin Sheth Group,TMC,34.0,24226000.0
6759,Ready to Move,,,N,,TMC,0.0,25000000.0
6758,Ready to Move,,23,N,House of Hiranandani,,3.0,25000000.0
6757,Ready to Move,,12,N,Ashwin Sheth Group,ABAMNC,1.0,18000000.0
6756,Ready to Move,,4,N,,TMC,4.0,16000000.0
6755,Ready to Move,,8,N,,,,18500000.0
6754,Ready to Move,,13,N,House of Hiranandani,TMC,,34600000.0
6753,Ready to Move,,9,N,,TMC,0.0,62500000.0
6752,Ready to Move,,10,N,,,2.0,13500000.0
6751,Ready to Move,,26,N,Sheth Creators Pvt. Ltd.,TMC,5.0,19100000.0
6750,Ready to Move,,24,N,Godrej Properties,TMC,0.0,17200000.0
6749,Under Construction,Dec '24,7,N,Lodha,TMC,42.0,11900000.0
6748,Ready to Move,,20,N,Pataskar Developers,,1.0,15000000.0
6747,Under Construction,Dec '24,20,N,,TMC,1.0,19000000.0
6746,Under Construction,Dec '24,27,N,T. Bhimjyani Realty Pvt. Ltd.,TMC,18.0,12500000.0
6745,Under Construction,Dec '25,7,N,Kalpataru Ltd.,TMC,5.0,10400000.0
6744,Ready to Move,,8,N,Madhav Shreeji Group,,2.0,11100000.0
6743,Ready to Move,,7,N,PRESCON,TMC,0.0,7800000.0
6742,Ready to Move,,20,N,Runwal Developers,TMC,5.0,19000000.0
6741,Ready to Move,,7,N,,,,32500000.0
6740,Ready to Move,,3,N,Raunak Group,TMC,,14300000.0
6739,Ready to Move,,11,N,,,4.0,21000000.0
6738,Under Construction,Dec '24,12,N,Dosti Realty,TMC,4.0,14600000.0
6737,Ready to Move,,6,N,Vihang Group,,,7100000.0
6736,Ready to Move,,,N,PRESCON,TMC,2.0,65100000.0
6735,Ready to Move,,19,N,Rustomjee,TMC,2.0,15800000.0
6734,Ready to Move,,11,N,Madhav Constructions,TMC,2.0,11800000.0
6733,Ready to Move,,25,N,Runwal Developers,TMC,0.0,19000000.0
6732,Ready to Move,,4,N,Cosmos Group,TMC,0.0,14000000.0
6731,Under Construction,Dec '24,7,N,Mahaavir Universal Homes Pvt. Ltd.,KDMC,4.0,6398000.0
6730,Under Construction,Dec '24,7,N,Mahaavir Universal Homes Pvt. Ltd.,KDMC,4.0,4450000.0
6729,Ready to Move,,20,N,Hiranandani Group,,0.0,32500000.0
6728,Ready to Move,,9,N,,TMC,0.0,39000000.0
6727,Ready to Move,,14,N,Gala Group,TMC,,21500000.0
6726,Ready to Move,,10,N,,TMC,2.0,26000000.0
6725,Ready to Move,,23,N,The Runwal Group,,5.0,20000000.0
6724,Ready to Move,,28,N,,,2.0,32000000.0
6723,Ready to Move,,20,N,Rosa Group,TMC,,13700000.0
6722,Ready to Move,,3,N,Neelkanth Group,TMC,0.0,20500000.0
6721,Ready to Move,,15,N,Rustomjee,TMC,0.0,10899000.0
6720,Ready to Move,,10,N,,TMC,0.0,32500000.0
6719,Ready to Move,,2,N,,TMC,0.0,11000000.0
6718,Ready to Move,Dec '22,5,N,Piramal Realty,TMC,0.0,62100000.0
6717,Ready to Move,,9,N,,,,13600000.0
6716,Ready to Move,,24,N,,,2.0,13900000.0
6715,Under Construction,Jun '25,30,N,Kalpataru Ltd.,TMC,11.0,9000000.0
6714,Under Construction,Dec '24,10,N,Piramal Realty,TMC,10.0,13050000.0
6713,Ready to Move,,25,N,Roma Builders,TMC,0.0,34000000.0
6712,Ready to Move,,11,N,,TMC,1.0,49500000.0
6711,Under Construction,Jun '26,8,N,Dosti Realty,TMC,42.0,11092200.0
6710,Ready to Move,,13,N,Siddhi Group,ABAMNC,0.0,11800000.0
6709,Ready to Move,,10,N,Ashwin Sheth Group,TMC,3.0,17900000.0
6708,Under Construction,Mar '23,Upper Basement,N,Lodha,TMC,24.0,21000000.0
6707,Ready to Move,,,N,,TMC,1.0,23000000.0
6706,Ready to Move,,14,N,,TMC,0.0,17500000.0
6705,Ready to Move,,,N,,,,65000000.0
6704,Ready to Move,,10,N,Regaliaa Realty,TMC,,14000000.0
6703,Ready to Move,,18,N,Ashar Group,TMC,,15200000.0
6702,Ready to Move,,,N,T. Bhimjyani Realty Pvt. Ltd.,TMC,0.0,62500000.0
6701,Under Construction,Dec '23,27,N,,TMC,0.0,7500000.0
6700,Ready to Move,,11,N,Acme Group,TMC,10.0,16700000.0
6699,Ready to Move,,14,N,Regency Group,,3.0,14400000.0
6698,Ready to Move,,24,N,Roma Builders,,,8800000.0
6697,Ready to Move,,11,N,Lodha,TMC,2.0,18000000.0
6696,Ready to Move,,8,N,Godrej Properties,TMC,0.0,27500000.0
6695,Ready to Move,,3,N,SAB Developers,,,10000000.0
6694,Under Construction,Mar '27,1,N,Narang Realty and The Wadhwa Group,TMC,16.0,27900000.0
6693,Ready to Move,,23,N,Dosti Realty,TMC,,20500000.0
6692,Under Construction,Dec '24,5,N,Lodha,ABAMNC,5.0,9000000.0
6691,Ready to Move,,10,N,Lodha,,12.0,10700000.0
6690,Ready to Move,,22,N,Runwal Developers,TMC,2.0,15000000.0
6689,Ready to Move,,18,N,Kalpataru Ltd.,ABAMNC,,22500000.0
6688,Ready to Move,,7,N,,,0.0,17500000.0
6687,Ready to Move,,11,N,Deep Homes,TMC,0.0,30000000.0
6686,Ready to Move,,17,N,Ashwin Sheth Group,TMC,0.0,40000000.0
6685,Ready to Move,,5,N,Squarefeet Group,,,4000000.0
6684,Ready to Move,,,N,,KDMC,24.0,4800000.0
6683,Ready to Move,,12,N,Ashwin Sheth Group,TMC,0.0,28000000.0
6682,Ready to Move,,7,N,Rosa Group,TMC,,11200000.0
6681,Ready to Move,,21,N,,ABADev,1.0,24500000.0
6680,Ready to Move,,14,N,Sheth Creators Pvt. Ltd.,ABAMNC,1.0,40000000.0
6679,Ready to Move,,14,N,Rosa Group,TMC,,19900000.0
6678,Ready to Move,,Upper Basement,N,House of Hiranandani,TMC,0.0,15000000.0
6677,Under Construction,Dec '23,Upper Basement,N,Lodha,ABAMNC,13.0,11603000.0
6676,Ready to Move,,8,N,Regency Group,TMC,,12700000.0
6675,Ready to Move,,6,N,,TMC,1.0,16500000.0
6674,Ready to Move,,9,N,,TMC,0.0,18300000.0
6673,Nov '23,Nov '23,,Y,Arvij Builder and Developer Pvt Ltd,,,12100000.0
6672,Under Construction,Mar '23,19,Y,Lodha,ABADev,0.0,13000000.0
6671,Under Construction,Jul '24,7,N,Lodha,TMC,12.0,8500000.0
6670,Ready to Move,,15,N,,,0.0,55000000.0
6669,Dec '24,Dec '24,,Y,Cosmos Group,,,7500000.0
6668,Mar '24,Mar '23,,Y,Cosmos Group,,,12900000.0
6667,Under Construction,Dec '23,,Y,Piramal Realty,,,21000000.0
6666,Apr '28,,,Y,Godrej Properties,,,7900000.0
6665,Under Construction,,Upper Basement,N,,TMC,10.0,20493000.0
6664,Under Construction,Sep '25,36,N,Shapoorji Pallonji Real Estate,ABADev,4.0,20200000.0
6663,Ready to Move,,5,N,Lodha,TMC,0.0,26000000.0
6662,Under Construction,Dec '25,12,N,Shapoorji Pallonji Real Estate,TMC,15.0,14300000.0
6661,Ready to Move,,5,N,Lodha,TMC,0.0,7000000.0
6660,Under Construction,Jul '23,5,N,Lodha,ABAAut,2.0,53700000.0
6659,Dec '27,Dec '27,,Y,Narang Realty and The Wadhwa Group,,,27900000.0
6658,Dec '27,Dec '27,,Y,Narang Realty and The Wadhwa Group,,,19500000.0
6657,Dec '24,,,Y,Saptashree Developers,,,10600000.0
6656,Under Construction,Dec '25,11,N,DOSTI REALTY,TMC,9.0,6000000.0
6655,Dec '27,,,Y,Kashish Park Realtors,,,19400000.0
6654,Dec '27,,,Y,Kashish Park Realtors,,,16800000.0
6653,Dec '23,,,Y,JVM Spaces,,,7900000.0
6652,Under Construction,,,Y,TATA Housing Development Company Ltd.,,,10500000.0
6651,Under Construction,Dec '24,,Y,JVM Spaces,,,4700000.0
6650,Dec '23,,,Y,Samrin Group,,,19200000.0
6649,Dec '23,,,Y,Samrin Group,,,10300000.0
6648,Under Construction,,,Y,TATA Housing Development Company Ltd.,,,20500000.0
6647,Dec '26,Dec '26,,Y,Runwal Developers,,,7700000.0
6646,Jun '24,Dec '25,,Y,Risland India,,,12000000.0
6645,Dec '26,Dec '26,,Y,Runwal Developers,,,12000000.0
6644,Ready to Move,Dec '22,,Y,Piramal Realty,,,15500000.0
6643,Ready to Move,Dec '22,,Y,Piramal Realty,,,14000000.0
6642,Jun '24,Dec '25,,Y,Risland India,,,13200000.0
6641,Under Construction,Dec '25,13,N,DOSTI REALTY,ABAMNC,20.0,4500000.0
6640,Under Construction,Dec '24,10,N,DOSTI REALTY,ABAMNC,10.0,10600000.0
6639,Under Construction,Oct '23,12,N,Lodha,TMC,3.0,9500000.0
6638,Ready to Move,,19,N,Rustomjee,TMC,2.0,10500000.0
6637,Dec '25,Dec '25,,Y,Ashwin Sheth Group,,,49600000.0
6636,Dec '25,Dec '25,,Y,Ashwin Sheth Group,,,39000000.0
6635,Under Construction,Dec '25,35,N,Runwal Developers,TMC,12.0,8400000.0
6634,Under Construction,Dec '25,16,N,Runwal Developers,ABAMNC,12.0,6300000.0
6633,Under Construction,Jun '23,5,N,Lodha,TMC,5.0,22000000.0
6632,Ready to Move,,25,N,Hiranandani Group,TMC,5.0,7400000.0
6631,Ready to Move,,9,N,House of Hiranandani,TMC,0.0,29500000.0
6630,Ready to Move,Dec '22,9,N,Rustomjee,TMC,4.0,11506000.0
